Year,Month,Day,V-TWAS_gal,V-PS_gal,V-HSW_gal,Dig1-T_degF,Dig2-T_degF,Dig1-pH,Dig2-pH,FOG_gal,SRT,HSW-VS_percent,HSW-COD_mgL,Dig1-alk_mgL,Dig2-alk_mgL,Dig1-VFA_mgL,Dig2-VFA_mgL,Dig1-FOS-TAC,Dig2-FOS-TAC,Q-influent_MGD,BOD-influent_mgL,TWAS-VS_percent,PS-VS_percent,Biogas
2020,7,6,5669,9433,13042,95.5,95.1,7.53,7.47,16500,30.5,11.24,,6809,6709,2108,1776,0.31,0.26,3.13,185,2.87,3.73,109.6
2020,7,7,4862,9038,17353,95.2,95.3,7.44,7.38,10698,27.5,6.83,294150,7141,6951,2780,3175,0.39,0.46,3.31,726,3.17,3.67,141.8
2020,7,8,5492,8449,20289,95.8,95.6,7.4,7.34,25453,25.1,8.22,166475,7322,7179,2374,2606,0.32,0.36,3.19,578,3.25,3.23,152
2020,7,9,7442,13965,18238,95.4,95.9,7.48,7.4,9238,21.6,1.12,123700,7442,7284,2606,2183,0.35,0.3,4.25,542,2.89,3.48,143.9
2020,7,10,5383,22918,20023,95.5,95.8,7.46,7.43,26859,17.8,5.56,,6318,6238,1909,2058,0.3,0.33,3.66,426,3.1,4.3,158.5
2020,7,11,5035,5910,9632,95.6,95.9,7.43,7.41,0,41.7,,,,,,,,,3.84,717,3.1,,120.8
2020,7,12,5109,5478,9962,95.8,95.6,7.4,7.4,0,41.8,,,7066,6661,2365,2540,0.33,0.38,3.51,434,3.15,,94.6
2020,7,13,6146,14320,22793,95.5,95.4,7.36,7.34,30480,19.8,7.79,,6984,6633,2241,2664,0.32,0.4,3.36,363,3.8,2.95,124.8
2020,7,14,6742,9293,18307,95.7,95.4,7.44,7.45,7733,25,8.96,,7006,6936,2332,1900,0.33,0.27,3.45,284,3.33,3.38,141.1
2020,7,15,6362,9623,26365,95.3,95.6,7.4,7.38,37407,20.3,8.39,,7339,7234,1842,2116,0.25,0.29,4.49,757,3.2,3.92,164.8
2020,7,16,6949,11227,23174,95.7,95.3,7.37,7.44,15750,20.7,5.29,,7707,7014,2042,3278,0.26,0.47,3.73,330,3.25,4.25,163.2
2020,7,17,7450,9947,16516,95.4,95.4,7.38,7.31,13666,25.3,8.68,87625,7482,7031,1950,2797,0.26,0.4,3.58,471,2.88,3.79,172.1
2020,7,18,7868,8279,8343,95.1,95.3,7.45,7.36,0,35,,4457,,,,,,,3.49,528,3.21,,140.3
2020,7,19,7496,8511,8333,95.7,95.1,7.43,7.46,0,35.3,,,8595,8565,2257,2241,0.26,0.26,3.19,603,3.39,,120.5
2020,7,20,8355,8854,22116,95.3,95.2,7.4,7.42,25300,21.8,1.43,186600,8610,8455,2249,2299,0.26,0.27,3.31,349,3.25,3.54,148.4
2020,7,21,7732,8846,27696,95.5,95.7,7.35,7.32,30742,19.4,7.68,171750,7792,7682,3502,3287,0.45,0.43,3.75,330,3.45,4.4,171.1
2020,7,22,7326,10351,30997,95.5,95.9,7.42,7.4,21559,17.6,6.47,134200,7339,7091,2614,3162,0.36,0.45,3.41,488,3.55,4.35,156.7
2020,7,23,11393,9726,29713,95.5,95,7.4,7.32,30917,16.9,4.16,,7837,7907,2921,2971,0.37,0.38,3.3,500,3.31,3.57,163.6
2020,7,24,7709,9622,10183,95.4,95.4,7.39,7.32,27849,31.2,4.57,,7111,6528,2639,3137,0.37,0.48,3.25,478,3.37,3.43,163.2
2020,7,25,7401,6534,8349,95.4,95.5,7.63,7.54,0,38.5,,,,,,,,,3.11,475,3.38,,121.5
2020,7,26,8003,10361,8344,95.6,95.9,7.7,7.6,0,32.1,,,7787,7422,2166,2971,0.28,0.4,3.08,493,3.45,,88.9
2020,7,27,7194,13575,28792,95.4,95.3,7.55,7.5,24366,17.3,7.25,,7494,7687,1386,1710,0.18,0.22,3.2,434,3.47,3.68,116.6
2020,7,28,7624,13348,39352,95.6,95.2,7.41,7.4,35368,14.2,5.78,,7837,7632,1909,2083,0.24,0.27,3.14,332,2.72,3.1,156.7
2020,7,29,6694,13446,27439,95.2,95.1,7.34,7.27,28311,18,4.76,,6799,6413,1967,3132,0.29,0.49,3.22,503,3.49,2.8,148.1
2020,7,30,8887,13378,13551,95.5,95.6,7.43,7.38,6518,24,6.26,,7109,7064,2490,2315,0.35,0.33,3.32,742,3.71,2.95,129.8
2020,7,31,6263,11758,18799,95.4,95.9,7.46,7.43,37905,23.3,4.15,,7337,7166,2299,2125,0.31,0.3,3.16,689,3.62,3.17,196.2
2020,8,1,6294,12079,9181,95.8,95.3,7.4,7.38,0,31.1,,,,,,,,,2.9,656,3.67,,98.6
2020,8,2,6935,12645,13367,95.4,95.2,7.39,7.43,0,26,,,7995,7972,1967,1900,0.25,0.24,2.89,424,3.71,,100.3
2020,8,3,6703,13418,27882,95.1,95.1,7.41,7.39,28825,17.9,6.12,118975,7992,7832,2017,3195,0.25,0.41,2.85,354,3.84,2.82,133
2020,8,4,6506,13302,23365,95.3,95.1,7.35,7.3,15431,19.9,6.94,,6638,6573,3195,2963,0.48,0.45,2.88,370,3.79,2.84,138.1
2020,8,5,6336,13237,31308,95.2,95.7,7.43,7.38,25355,16.9,7.19,,7482,7161,1585,1660,0.21,0.23,2.89,328,3.8,3.65,153.2
2020,8,6,8825,13122,20094,95.4,95.3,7.39,7.34,16675,20.4,11.36,,6861,6511,2805,2606,0.41,0.4,2.92,563,3.83,4.2,149.4
2020,8,7,5656,13275,19007,95.8,95.4,7.28,7.29,23486,22.6,3.17,50650,7682,7272,2880,2830,0.37,0.39,2.94,577,3.77,3.21,161.7
2020,8,8,6350,12940,10033,95.3,95.9,7.35,7.32,0,29.3,,,,,,,,,2.88,385,3.8,,140.6
2020,8,9,7091,12972,10031,95.6,95.3,7.38,7.35,0,28.5,,,7782,7617,2149,2133,0.28,0.28,2.91,432,3.79,,134.8
2020,8,10,5655,13468,3912,95.6,95.8,7.37,7.33,19502,37.2,9.92,150175,7782,7617,2050,1884,0.26,0.25,2.78,590,1.94,3.79,114.3
2020,8,11,6424,13259,13815,95.4,95.2,7.5,7.43,9218,25.6,8.45,80650,7764,7744,,4114,,0.53,2.97,1040,3.76,2.74,109.2
2020,8,12,6632,11325,35269,95.9,95.3,7.34,7.33,34100,16.1,6.42,142400,7897,7499,2042,1983,0.26,0.26,2.97,952,3.7,3.76,152.4
2020,8,13,7514,12661,31264,95.6,95.5,7.28,7.31,13277,16.7,5.15,126750,6568,6781,3295,3220,0.5,0.47,2.94,1110,3.82,2.65,154.3
2020,8,14,5658,15604,11814,95.3,95.8,7.3,7.3,24048,25.9,7.16,66300,6847,6772,2468,2122,0.36,0.31,2.93,617,3.69,3.39,137.3
2020,8,15,5870,11742,8356,95.4,96,7.27,7.24,0,33,,,6929,7232,3635,3594,0.52,0.5,2.79,915,3.61,,124.9
2020,8,16,6351,12094,8367,95.6,95.3,7.31,7.26,0,32,,,7016,7234,3320,3527,0.47,0.49,2.68,965,3.54,,122.6
2020,8,17,6487,11447,23246,95.5,95.1,7.36,7.32,24800,20.8,6.9,168450,7119,7372,3137,3187,0.44,0.43,3.41,353,3.51,3.49,139.9
2020,8,18,6862,14500,20211,95,94.5,7.44,7.38,17887,20.6,6.9,173000,6816,6776,3511,3793,0.52,0.56,2.92,454,3.65,3.88,140
2020,8,19,7767,9940,21749,95.1,95.2,7.53,7.44,19800,21.7,5.75,104100,7374,7109,2564,2880,0.35,0.41,2.88,506,3.58,4.11,136.5
2020,8,20,9285,11933,8917,95.2,95.9,7.51,7.46,5000,28.5,5.42,130425,7136,7034,2930,2772,0.41,0.39,2.97,637,3.73,6.54,119.7
2020,8,21,6755,10673,8451,95.2,95.6,7.52,7.52,14500,33.2,3.43,167675,6608,7517,2125,2706,0.32,0.36,2.91,696,3.64,3.68,95.6
2020,8,22,7338,4968,4153,95.4,95.3,7.22,7.23,0,52.1,,,,,,,,,2.73,632,4.29,,63.3
2020,8,23,7695,7645,4149,95.2,95.7,7.15,7.16,0,44,,,7870,7855,1618,1851,0.21,0.24,2.91,548,3.53,,58.6
2020,8,24,7908,11350,22047,95.6,95.3,7.08,7.13,34504,20.8,6.99,152000,7779,7860,1784,1892,0.23,0.24,2.9,573,3.59,2.77,88.7
2020,8,25,8296,8027,23379,95.2,95.7,7.36,7.42,16841,21.6,5.58,151950,7319,7214,1485,1535,0.2,0.21,2.85,334,3.46,2.88,117.7
2020,8,26,7748,6427,36212,95.3,95.8,7.41,7.36,36938,17,5.14,128425,6861,6666,1510,1817,0.22,0.27,2.93,988,3.52,3.4,138.9
2020,8,27,9389,13100,24493,95.3,95.4,7.35,7.33,18152,18.3,5.85,97375,6944,7094,2440,2490,0.35,0.35,2.91,428,3.46,3.55,142.3
2020,8,28,7904,18153,24172,95.1,95.3,7.39,7.36,26471,17.1,3.71,52000,6919,6561,2208,3096,0.32,0.47,2.91,738,3.39,2.92,142.6
2020,8,29,7464,18853,5819,95.2,95.7,7.47,7.44,0,26.7,,,,,,,,,2.72,604,3.45,,103.9
2020,8,30,7796,19533,5840,95.5,95.4,7.35,7.43,0,25.9,,,7093.87875,7043.83375,1377.5,1634.8,0.19,0.23,2.69,543,3.29,,90.7
2020,8,31,6744,20070,18235,95.3,95.3,7.38,7.39,25412,19,5.66,115200,6941.2415,6908.71225,1634.8,1726.1,0.24,0.25,2.69,355,3.54,2.67,125.2
2020,9,1,7406,19883,21938,95.4,95.4,7.36,7.34,21686,17.4,,61475,6801.1155,6550.8905,1576.7,1842.3,0.23,0.28,2.86,518,3.23,2.67,138.5
2020,9,2,7087,17723,31539,95.3,95.3,7.32,7.33,13982,15.2,5.39,128228,6828.64025,6183.05975,1468.8,1751,0.22,0.28,3.41,838,3.18,2.67,151.9
2020,9,3,8163,17599,21417,95.3,95.8,7.28,7.29,9834,18.2,4.63,67800,6256,6238,2158,2440,0.34,0.39,4.61,540,3.4,2.5,152.1
2020,9,4,7465,15413,16151,95.6,95.7,7.28,7.28,21904,22,9.18,143825,,,,,,,5.06,534,3.25,2.92,120.4
2020,9,5,7609,10307,8365,95.1,95.4,7.42,7.32,0,32.6,,,,,,,,,5.15,371,3.3,,94.1
2020,9,6,7123,14263,8354,95.4,95.6,7.32,7.29,0,28.9,,,6195.571,5955.355,1427.3,1817.4,0.23,0.31,3.76,292,3.3,,91.7
2020,9,7,8363,8101,8355,95.5,95.6,7.35,7.31,0,34.6,,,6213.08675,5952.85275,1385.8,1751,0.22,0.29,2.42,266,3.36,,84.3
2020,9,8,7785,18326,15376,95.7,95.5,7.33,7.27,14306,20.7,8.37,133000,6250.6205,5950.3505,1336,1709.5,0.21,0.29,5.48,149,3.42,4.84,102.9
2020,9,9,6551,17555,19633,95.2,95.2,7.34,7.35,13323,19.6,9.26,152975,6032.92475,5940.3415,1087,1037.2,0.18,0.17,3.74,460.9,3.29,1.8,136.8
2020,9,10,8018,20684,21938,95.2,95,7.34,7.32,21069,16.9,8.42,,5958,5718,1261,1137,0.21,0.2,6.09,197.9,3.41,2.32,143.1
2020,9,11,6942,30852,13971,95.1,95.7,7.31,7.26,8110,16.6,8.38,,5928,4617,1328,987,0.22,0.21,7.12,383,3.48,,23.9
2020,9,12,5527,14611,6021,95.2,95.8,7.1,7.17,0,32.8,,,,,,,,,7.38,270,3.43,,10.8
2020,9,13,6296,16087,6021,95.4,95.9,7.86,7.19,0,30.2,,,6456,6368,1419,1344,0.22,0.21,5.84,163.5,3.46,,28.4
2020,9,14,8138,18284,14834,95.6,95.4,7.31,7.25,26974,20.8,8.63,,6581,6281,1336,1635,0.2,0.26,5.08,126.6,3.62,2.74,96.5
2020,9,15,8593,19281,20550,95.4,95.6,7.29,7.24,9816,17.7,8.3,,6318,6196,1502,1461,0.24,0.24,4.79,181,3.61,2.23,123
2020,9,16,8590,20084,25360,95.2,95.8,7.29,7.23,32061,15.9,5.74,,5960,5625,1419,1328,0.24,0.24,4.62,303,3.73,2.17,121
2020,9,17,8187,22359,22545,95.3,96,7.3,7.24,16396,16.2,6.58,,6223.09575,6067.95625,1560.1,1634.8,0.25,0.27,4.45,341,3.49,2.84,116
2020,9,18,6916,19930,23193,95.5,95.8,7.27,7.2,30346,17.1,7.2,,5687.61425,5299.7655,1319.4,1535.2,0.23,0.29,4.33,439,3.38,3.15,152.6
2020,9,19,6072,17742,13247,95.5,95.6,7.23,7.17,0,23.2,,,,,,,,,4.4,1220,3.29,,119.7
2020,9,20,4851,18642,10445,95.6,95.8,7.37,7.28,0,25.3,,,5685.112,5179.6575,1410.7,1518.6,0.25,0.29,4.01,796,3.63,,116.6
2020,9,21,4801,19613,21669,95.2,95.9,7.32,7.3,32269,18.6,7.42,122875,5597.53325,5177.15525,1327.7,1676.3,0.24,0.32,4.28,154,3.72,2.51,143.4
2020,9,22,5550,22361,32274,95.6,95.8,7.31,7.29,30904,14.3,5.42,113775,5918,5648,1842,1660,0.31,0.29,3.99,210,3.42,3.2,173.1
2020,9,23,8032,15656,24350,95.6,95.3,7.37,7.35,33001,17.9,9.17,,5843,5633,1834,1245,0.31,0.22,3.91,373,3.63,3.79,159.2
2020,9,24,8982,19920,15992,95.7,95.7,7.41,7.25,6377,19.1,13.47,319625,5760,5475,1552,987,0.27,0.18,2.33,379,3.67,3.58,175.6
2020,9,25,8295,20368,17593,95.5,95.7,7.42,7.31,25348,18.5,9.42,163575,5738,5322,1485,1577,0.26,0.3,2.53,284,3.66,3.34,195.2
2020,9,26,7203,20867,12484,95.4,95.3,7.38,7.29,0,21.2,,,5728,5280,1527,1369,0.27,0.26,3.31,460,3.47,,181.1
2020,9,27,6723,20805,12453,95.4,95.6,7.4,7.36,0,21.5,,,5695,5180,1494,1295,0.26,0.25,3.86,438,3.42,,162.2
2020,9,28,7162,20837,14397,95.3,95.2,7.32,7.21,32918,20.2,5.92,124450,5715,5257,1378,1444,0.24,0.27,3.01,307,3.28,4.67,127.4
2020,9,29,6706,20679,25924,95.4,95.3,7.26,7.23,16251,16.1,6.15,128823,5430,5142,1759,1577,0.32,0.31,3.03,643,3.2,3.44,129.5
2020,9,30,7048,20608,44154,95.6,95.4,7.29,7.24,45476,11.9,4.13,66750,5380,5042,1560,1502,0.29,0.3,3.12,559,,2.6,182.5
2020,10,1,9595,19563,32282,95.3,95.6,7.27,7.22,21788,14,6.56,90475,5275,4947,1668,1394,0.32,0.28,3.05,1600,3.25,,146
2020,10,2,7309,19664,29804,95.6,95.7,7.2,7.13,40795,15.1,4.75,93350,4844,4114,1311,1228,0.27,0.3,2.98,653,3.36,3.43,144.1
2020,10,3,6797,19739,9023,95.3,95.3,7.23,7.2,0,24.1,,,5330,5005,1353,1295,0.25,0.26,2.87,1320,3.45,,93.4
2020,10,4,6101,21285,9007,95.2,95.8,7.27,7.21,0,23.6,,,5337,5045,1852,1602,0.35,0.32,2.7,1080,3.6,,83
2020,10,5,5252,21326,26180,95.8,95.3,7.32,7.2,34024,16.3,7.26,135400,5510,5010,1651,1444,0.3,0.29,2.81,338,3.4,2.2,118.4
2020,10,6,8011,21405,50237,95.8,95.3,7.32,7.24,42216,10.8,7.16,150500,5047,4767,1361,963,0.27,0.2,2.88,541,3.39,2.6,175.8
2020,10,7,7266,20753,31704,95.3,95.5,7.36,7.27,31510,14.4,7.59,174200,5442,5077,1461,1228,0.27,0.24,2.79,767,3.33,2.69,146
2020,10,8,7297,21203,28030,95.6,95.5,7.35,7.24,19344,15.2,5.45,75525,5372,5042,1427,1212,0.27,0.24,2.77,1120,3.23,2.69,132.7
2020,10,9,5252,21259,22295,95.6,95.9,7.31,7.23,31246,17.6,1.72,24325,,,,,,,2.7,1170,3.4,2.3,108.6
2020,10,10,4351,20220,10768,95.4,95.8,7.17,7.17,0,24.3,,,,,,,,,2.64,1870,3.1,,79.8
2020,10,11,4236,21652,7404,95.3,95.7,7.37,7.3,0,25.8,,,5240,4892,1261,1378,0.24,0.28,2.6,818,2.93,,76
2020,10,12,6667,21643,24265,95.2,95.6,7.33,,38437,16.3,6.14,109225,5195,4752,1436,1303,0.28,0.27,2.61,662,2.75,1.83,108.1
2020,10,13,5349,21710,23719,94.9,95.2,7.26,7.21,15384,16.9,5.97,110525,5012,4570,1452,1295,0.29,0.28,2.63,1020,2.62,1.77,132.4
2020,10,14,5232,22075,37871,95.5,95.2,7.26,7.23,39267,13.2,11.22,143450,4989,4632,1710,1104,0.34,0.24,2.72,1140,2.66,1.72,177.9
2020,10,15,7198,22154,26353,95.4,95.9,7.12,7.1,19123,15.4,5.62,81250,4056,3833,1734,1759,0.43,0.46,3.11,895,2.77,1.67,222.9
2020,10,16,6248,19086,21055,95.2,95.7,7.03,7.02,32477,18.5,5.96,84700,2998,4024,1519,1560,0.51,0.39,3.49,972,2.79,1.61,236.8
2020,10,17,6354,14209,12427,95.8,95,7.19,7.12,0,26,,,,,,,,,3.35,1200,2.85,,236.1
2020,10,18,5892,14125,7565,95.4,95.7,7.29,7.21,0,31.1,,,4467,4271,946,846,0.21,0.2,3.57,681,3.3,,177.8
2020,10,19,5454,14459,27069,95.7,95.4,7.36,7.31,38919,18.3,,136175,4619,4351,1079,913,0.23,0.21,4.18,965,2.4,1.9,169.2
2020,10,20,4681,13792,18157,95.6,95.7,7.4,7.27,15077,23.4,6.33,119075,4754,4522,954,963,0.2,0.21,4.45,620,2.89,1.79,160.9
2020,10,21,7962,16203,25974,95.7,95.4,7.28,7.31,25419,17.1,5.34,79575,5065,4917,1361,1153,0.27,0.23,4.18,862,2.95,1.76,147.8
2020,10,22,16819,14359,16174,95.1,95.6,7.31,7.28,7599,18.1,5.44,81800,4449,4464,971,1037,0.22,0.23,6.93,547,2.98,1.41,123
2020,10,23,16065,14298,12785,95.2,95.4,7.4,7.3,12625,19.9,1.85,32800,4927,4592,1477,1535,0.3,0.33,6.07,559,3.11,2.33,99.5
2020,10,24,14372,13923,8134,95.8,95.8,7.13,7.14,0,23.6,,,4804,4479,1386,1461,0.29,0.33,5.86,734,3.15,,83.1
2020,10,25,13628,14041,8139,95.4,95.6,7.16,7.15,0,24,7.69,,4729,4587,1535,1618,0.32,0.35,5.78,347,3.44,,84.1
2020,10,26,11708,14345,15973,95.2,95.5,7.16,7.12,18700,20.4,6.94,138180,4792,4567,1726,1461,0.36,0.32,5.84,89.2,3.12,2,108.6
2020,10,27,4437,4211,6118,95.3,95.8,7.24,7.2,2250,58.1,7.67,,4862,4492,1079,896,0.22,0.2,5.78,168,,,89.2
2020,10,28,7505,12822,1644,95.4,95.9,7.35,7.27,0,39.1,3.83,,5040,4744,1311,855,0.26,0.18,5.8,324,3.29,,48.7
2020,10,29,12085,12116,16077,95.7,95.2,7.23,7.16,26500,21.3,8.67,,4884,4689,1120,954,0.23,0.2,5.77,336,2.86,2,79.6
2020,10,30,14504,14792,19234,95.3,95.8,7.27,7.2,22900,17.7,2.52,,4579,4439,1710,1950,0.37,0.44,5.68,159,2.59,2.5,111.7
2020,10,31,14562,14062,5529,94.8,95.1,7.2,7.18,0,25.1,,,,,,,,,5.62,472,2.75,,72.7
2020,11,1,602,621,5761,94.9,95.5,7.26,7.26,0,122.9,,,4577,4514,1137,929,0.25,0.21,5.75,471,2.62,,1.9
2020,11,2,13451,15055,12654,95,95.4,7.39,7.35,21888,20.8,9.85,132925,4632,4617,913,357,0.2,0.8,5.68,392,3.14,2.19,89.6
2020,11,3,16200,14443,15250,95.4,95.6,7.2,7.23,15156,18.7,4.58,86000,4404,4562,1012,1004,0.23,0.22,5.74,310,2.47,2.2,96
2020,11,4,14004,14401,21125,95.3,95.2,7.19,7.26,27156,17.3,4.62,34075,4274,4099,1104,938,0.26,0.23,5.82,286,2.67,1.87,106.2
2020,11,5,13990,16839,17529,95.6,95.5,7.28,7.29,8050,17.7,3.5,81050,3858,4206,830,1095,0.22,0.26,5.63,403,,,99.9
2020,11,6,13885,12673,21183,95.1,95.9,7.28,7.33,34764,18,2.21,99600,4194,4014,1145,1012,0.27,0.25,5.51,304,2.59,1.96,110.5
2020,11,7,13694,10535,9863,95.4,95.3,7.21,7.29,0,25.2,,,4999,4912,1037,1261,0.21,0.26,5.39,312,2.79,,73.4
2020,11,8,13563,10531,9862,95.6,95.7,7.25,7.25,0,25.3,,,5120,4969,1319,1212,0.26,0.24,5.31,249,2.74,,73.4
2020,11,9,13897,12122,8641,95.6,95.5,7.22,7.26,15121,24.8,6.88,181000,4857,4882,1137,1129,0.23,0.23,5.38,255,3.19,1.66,85.3
2020,11,10,14662,11202,18930,95.6,95.3,7.27,7.24,28623,19.2,7.2,214950,4749.2705,4599.1355,1311.1,1485.4,0.28,0.32,5.29,290,2.78,1.7,102.1
2020,11,11,14517,8860,16825,94.9,95.7,7.22,7.21,0,21.3,,,4481.52975,4529.0725,796.5,887.8,0.18,0.2,5.36,311,2.86,,96.3
2020,11,12,11053,10184,13401,95.5,95.5,7.25,7.21,26035,24.8,5.74,121350,4446.49825,4491.53875,1037.2,1277.9,0.23,0.28,5.65,177,,,78.5
2020,11,13,14220,10889,22480,95,95.4,7.2,7.16,22425,18,4.67,33100,5032,4802,1037,1187,0.21,0.25,5.57,406,2.89,1.67,103.5
2020,11,14,14233,10650,8139,95.5,95.8,7.25,7.22,0,26,,,5092,4947,1220,1162,0.24,0.23,5.65,484,2.94,,77.2
2020,11,15,13407,10662,8145,95.3,95.2,7.25,7.23,0,26.6,,,5104.59,4896.90325,1070.4,1219.8,0.21,0.25,5.56,356,2.96,,72.3
2020,11,16,13065,11072,11334,95.4,95.6,7.25,7.22,22491,24.2,8.8,160350,4916.92125,4846.85825,1170,1302.8,0.24,0.27,5.67,211,2.8,2.3,86
2020,11,17,14503,10980,25698,94.8,95.7,7.19,7.2,23451,16.8,7.4,154350,4904.41,4766.78625,1170,1294.5,0.24,0.27,5.63,341,2.85,1.94,137.1
2020,11,18,14446,7455,29077,94.6,95.4,7.13,7.17,33921,16.8,7.78,131300,4211.28675,4078.6675,1111.9,1825.7,0.26,0.45,5.74,730,3.23,1.94,200.6
2020,11,19,6484,1028,7172,94.2,95.7,7.21,7.2,2200,58.4,6.41,,3736,4284,879,1386,0.24,0.32,5.76,509,3.22,,150.3
2020,11,20,7383,11902,2981,95.6,95.6,7.28,7.24,15201,38.5,6.98,62100,5065,4907,963,697,0.19,0.14,5.68,429,,,58.4
2020,11,21,14489,10727,8129,95.5,95.1,7.28,7.25,0,25.7,,,,,,,,,5.54,640,3.41,,87.4
2020,11,22,13400,10744,6979,95.4,95.7,7.28,7.22,0,27.6,,,4761.78175,4381.43975,1435.6,1253,0.3,0.29,5.51,161,3.17,,88.1
2020,11,23,11470,9943,16699,95.2,95.7,7.31,7.29,31517,22.5,5.77,14380,4599.1355,3858.4695,970.8,1153.4,0.21,0.3,5.49,73.3,,1.87,112.1
2020,11,24,13532,11029,17762,95.6,95.3,7.23,7.19,16268,20.3,6.61,134950,4639.1715,4986.98425,979.1,962.5,0.21,0.19,6.05,300,,,128.1
2020,11,25,18366,10949,29999,95.2,95.3,7.3,7.29,37421,14.5,6.37,80900,5005,4882,1303,1361,0.26,0.28,6.49,542,2.92,1.94,160.6
2020,11,26,13748,10719,8125,95,95.5,7.32,7.26,0,26.3,,,4977,4897,1419,1361,0.29,0.28,5.86,429,2.88,,91.3
2020,11,27,12447,10755,8134,95.2,95.8,7.32,7.18,4824,27.4,,,4997,4814,1120,1344,0.22,0.28,5.74,131,2.62,,75.9
2020,11,28,14051,10741,8133,95.2,95.7,7.23,7.2,0,26.1,,,5022.01575,4794.311,1344.3,1302.8,0.27,0.27,5.71,101,,,75.8
2020,11,29,14845,10740,7628,95.4,95.7,7.26,7.21,0,25.8,,,5199.6755,4974.473,1253,1269.6,0.24,0.26,5.66,64.2,2.74,,73.1
2020,11,30,15242,11077,16543,95.3,95.3,7.25,7.27,35370,20,9.45,190200,5089.5765,4856.86725,1377.5,1460.5,0.27,0.3,5.75,73.1,2.64,1.84,84.4
2020,12,1,15629,10326,16974,94.5,94.4,7.21,7.21,9247,20,6.29,110400,5029.5225,4919.4235,1385.8,1327.7,0.28,0.27,5.71,166,2.7,2.8,97.7
2020,12,2,9267,6638,5756,92.6,92.8,7.18,7.22,22709,39.6,5.67,98450,4829.3425,4811.82675,1219.8,1244.7,0.25,0.26,5.69,206,2.63,2.1,59.4
2020,12,3,19071,12272,10384,94,94.4,7.2,7.18,10184,20.6,5.38,86350,4729.2525,4861.87175,838,987.4,0.18,0.2,5.71,272,2.78,,65
2020,12,4,13677,11081,24451,94,94,7.13,7.15,36617,17.4,2.35,60750,4772,4504,1012,963,0.21,0.21,5.64,478,2.72,2.17,99.8
2020,12,5,12438,10685,17697,92.2,94.1,7.17,7.21,0,21,,,4467,5782,938,1054,0.21,0.18,5.4,364,2.84,,89.9
2020,12,6,15217,10707,17730,90.9,94.5,7.07,7.25,0,19.7,,,4159,4719,1328,1012,0.32,0.21,5.25,352,2.97,,79.2
2020,12,7,15307,11033,7939,89.8,94.9,7.12,7.22,17436,25,3.19,93150,3899,4829,689,689,0.18,0.14,5.1,220,2.86,1.88,45.9
2020,12,8,13425,11073,16573,91.5,95,7.07,7.21,20303,20.9,2.16,47780,3733.357,4519.0635,879.5,1286.2,0.24,0.28,4.23,239,2.7,1.94,54.9
2020,12,9,15292,13820,20499,92.4,95.3,7.14,7.23,23758,17.3,1.69,34300,3761,4462,763,987,0.2,0.22,4.25,253,2.42,2.2,56.2
2020,12,10,20427,11604,13560,92.8,94.9,7.08,7.16,7200,18.8,7.26,137400,3723,4557,772,1427,0.21,0.31,4.95,445,3.24,1.85,36.7
2020,12,11,21980,11293,19461,93.8,95.1,7.12,7.2,31753,16.3,5.13,98600,3848,4224,1095,888,0.28,0.21,5.22,203,3.8,1.85,114.9
2020,12,12,18313,10872,9685,93.3,94.1,6.99,7.04,0,22.1,,,3931,4331,1178,2108,0.3,0.49,6.14,447,2.94,,105
2020,12,13,20001,10872,10908,93.6,94.4,7.12,7.15,0,20.5,,,4044,4221,1311,1369,0.32,0.32,5.81,305,2.93,,88.7
2020,12,14,29985,17994,21752,93.7,95.3,7.17,7.18,42959,12.3,5.73,108300,4131,4509,1029,1162,0.25,0.26,5.79,208,2.81,2,100.6
2020,12,15,18015,22111,39433,93.3,93.9,7.01,7.07,25753,10.8,4.31,96425,3838.4515,4166.24625,1269.6,1286.2,0.33,0.31,5.76,276,2.9,2.3,106.2
2020,12,16,18184,22142,25617,92.7,91.8,7.06,7.03,28971,13,5.66,39600,3790.90875,4108.6945,1302.8,1319.4,0.34,0.32,5.57,330,3.37,1.97,124.2
2020,12,17,19155,21793,27112,93,90.4,7.2,7.01,41261,12.6,4.15,75900,3916,3941,1046,1087,0.27,0.28,4.95,384,,,122.8
2020,12,18,14643,20945,21523,93,90,7.09,6.97,45152,15,3.22,62475,3506,3406,1245,1120,0.36,0.33,4.43,384,3.46,2.4,125.2
2020,12,19,11438,21886,8093,93.9,91.1,7.09,7,0,20.7,,,3798,3838,1502,1485,0.4,0.39,4.25,493,3.73,,84.3
2020,12,20,10767,21863,8094,95,92.1,7.15,7.07,0,21.1,,,3966.06625,4026.12025,862.9,779.9,0.22,0.19,4.25,213,3.73,,74.5
2020,12,21,10268,22152,13218,95.6,93.3,7.09,7.01,18000,18.8,4.16,77825,4146.22825,3875.98525,995.7,945.9,0.24,0.24,4.26,79.4,,1.8,75.6
2020,12,22,9499,22069,29178,95.7,93.8,7.1,7.08,48029,14.1,4.41,87425,4066.15625,3928.5325,804.8,1087,0.2,0.28,4.22,85.7,3.16,1.87,100.8
2020,12,23,9161,22119,20144,95.1,94.4,7.21,7.03,17317,16.7,2.68,77175,3871,3916,672,838,0.17,0.21,3.81,83.3,3.7,0.84,112
